======================================================================
  DAFTAR DRAMA - FRENCH
  Total: 119 drama
======================================================================

No.    ID       Judul                                               Episode
43     3072     Je le choisis pour être mon père                      66 eps
44     3117     Das gestohlene Herz des Kaisers                       84 eps
45     3165     Je progresse en recrutant des disciples !             76 eps
46     3215     Insel des Sternenflusses                              80 eps
47     3225     Die Rückkehr der Chefin                               67 eps
48     3239     Plus un frère                                         79 eps
49     3280     Wütende Mutter                                        66 eps
50     3282     Dreifaches Glück                                      90 eps
51     3317     Aller là où tu es                                     74 eps
52     3327     Segredo das Gêmeas                                    80 eps
53     3335     Quem roubou minha carta de aceitação?                 58 eps
54     3368     L'ascension de Jade                                   67 eps
55     3370     Son rival, mon amour                                  60 eps
56     3381     Südlich der Stadt erblühen die Blumen                 92 eps
57     3463     Avant l'aube                                          52 eps
58     3544     Rückkehr der verlorenen Mutter                        79 eps
59     3571     The General's Return: A Daughter Replaced             70 eps
60     3584     Papa, sans moi, son destin est incomplet              60 eps
61     3589     Lunas Rückkehr: Rache und Liebe                       80 eps
62     3620     Petite taoïste chez les grands                        80 eps
63     3656     Die Erbin ist zurück                                  73 eps
64     3725     Elle, le Feu Vivant                                   57 eps
65     3770     Wenn Trauer das Meer füllt                            36 eps
66     3776     Stufenweise Erblühen                                  50 eps
67     3790     L'Automne en Or                                       69 eps
68     3811     Liebe über den Wolken                                 36 eps
69     3864     L'art du lâcher-prise                                 50 eps
70     3889     Sous le parfum du jasmin                              43 eps
71     3890     Bonjour, Mamie arrière !                              90 eps
72     3984     Les 4 Sauveteurs de l’amour                           93 eps
73     4015     ​L'Alibi Parfait                                      51 eps
74     4016     Dans les filets du mensonge                           68 eps
75     4043     Keine Angst, ich bin für dich da                      60 eps
76     4066     After the Grand Marshal's Return                      75 eps
77     4078     Alliance Secrète                                      58 eps
78     4079     Fünf kleine Wunderkinder                              72 eps
79     4125     Frau General kehrt zurück                             60 eps
80     4169     Soumets-toi à moi !                                   89 eps
81     4170     Aller là où tu es 2                                   73 eps
82     4190     Aliança Sombria: Concubina e Eunuco                   61 eps
83     4247     Tô Mimada Durante a Gravidez                         100 eps
84     4265     A minha amiga tem três mil anos                       89 eps
85     4343     My Husband's Divorce Request                          77 eps
86     4356     À ses pieds                                           73 eps
87     4376     My Husband's Best Friend Claims Me                    60 eps
88     4399     Beau-Frère, Interdit                                  52 eps
89     4401     Ela Domina o Moderno com Feitiço                      89 eps
90     4443     Silêncio! Grande Matriarca Voltou!                    69 eps
91     4525     Après l’Apocalypse                                    77 eps
92     4536     Fragrância sem pares                                  73 eps
93     4617     Bebê na Barriga dela Lê Mentes                        64 eps
94     4781     Missão da General: Caçar um Marido                    77 eps
95     4788     Vingança com Sistema de Alteração Mental              55 eps
96     4861     Chère Famille                                         67 eps
97     4862     L'Ancêtre est de retour !                             69 eps
98     4921     Wiedergeboren und triumphal zurückgekehrt.​           70 eps
99     4999     Ela Domina o Moderno com Feitiço [Doblado]            89 eps
100    5015     Minha Dor, Sua Sentença                               60 eps
101    5036     Mon rôle de doublure                                  92 eps
102    5069     Gefährliche Verführung                                50 eps
103    5075     Mon Aurore                                            81 eps
104    5084     Le retour de madame                                   72 eps
105    5085     Le Piège du Mariage                                   50 eps
106    5091     Glühende Ehe                                          73 eps
107    5112     Premeditação                                          60 eps
108    5115     Todo desejo, um preço fatal                           56 eps
109    5126     Sous son contrôle                                     77 eps
110    5222     Le Vengeur des Boues                                  70 eps
111    5243     Une Quête sans Fin                                    64 eps
112    5267     Tô Mimada Durante a Gravidez [Doblado]               100 eps
113    5278     Mit Tiersprache zum Familienglück                     75 eps
114    5348     Quand l'amour revient                                 62 eps
115    5370     Perdi Você no Meu Jogo [Doblado]                      60 eps
116    5392     Sie stiehlt mein Leben   Ich hole es mir zurück       58 eps
117    5411     Mon porte-bonheur                                     73 eps
118    5412     Ihr Unglücksmund bringt Glück                         80 eps
119    5434     Enfin, c'est toi                                      92 eps

---------------------------------------------------------------------------
Total: 119 drama
